=== Sheet: README ===
《三国志：治世与乱世》数据母表 V0.1
项目	《三国志：治世与乱世》
文档类型	Excel 数据母表骨架
版本	V0.1
生成日期	2026-06-03
当前定位	用于系统策划、数值策划、程序和内容组协作；不是最终完整数据。
使用原则	先补字段和示例，再补全量内容；地图、武将库、技能库可在本母表基础上拆分专项。
设计底线	部队从城池出阵；携带随军粮草；大地图移动需要时间；移动和作战消耗粮草；战斗结果回流大地图；战后占领需要整合。
建议流程
1	程序组先审字段是否满足状态机和存档需要。
2	系统策划补充规则表、状态枚举和字段解释。
3	数值策划补充公式、参数范围和调参备注。
4	内容组再进入最终城池库、武将库、技能库、剧本初始状态。
=== Sheet: 表目录 ===
表名	类型	用途	来源章节	当前状态
master_region	主数据表	定义州、地理大区、战略归属和显示顺序。	05_世界结构与地图规则	草案
master_city	主数据表	定义城池静态属性，最终城池清单后续专项补齐。	05_世界结构与地图规则 / 16_数据库结构	草案
master_route_node	主数据表 / 关联表	定义大地图行军节点、道路、水路和补给通道。	05_世界结构与地图规则 / 12_军事行军补给	草案
master_force	主数据表	定义剧本中的势力静态信息和 AI 基础风格。	06_君主势力与汉室正统 / 16_数据库结构	草案
master_officer	主数据表	定义武将静态资料和基础能力；最终武将库后续专项补齐。	07_人才任命 / 10_武将能力特技战法 / 16_数据库结构	草案
officer_relation	关联表	定义宗族、旧主、姻亲、好友、仇敌、师徒等关系。	07_人才任命 / 11_外交谋略与人物关系	草案
appointment_policy	主数据表 / 规则表	合并记录岗位槽位、官职和政令配置入口，后续可拆表。	07_人才任命 / 09_政令官制	草案
city_governance	状态表 / 主数据表	记录城市动态状态、设施和新占恢复相关配置。	08_内政与治世系统 / 14_战后整合	草案
skill_tactic	主数据表 / 关联表	记录技能、战法、原型功能映射和三国化命名。	10_武将能力特技与战法	草案
military_supply	状态表 / 规则表	固定军事底线：城池出阵、移动耗时、携粮、消耗和缺粮惩罚。	12_军事行军与补给 / 23_时间系统	草案
battle_rules	规则表 / 状态表	记录战斗类型、士气、围城、港口、水路和结果回流规则。	13_野战攻城关隘与水战	草案
diplomacy_postwar	状态表 / 规则表	连接外交信用、谋略、劝降、声势扩散、归附和战后治理。	11_外交谋略 / 14_声势归附与战后整合	草案
ai_governorate	状态表 / 配置表	定义都督府范围、委任权限、AI 性格、目标选择和献策。	15_都督府委任与AI / 29_AI难度	草案
scenario_event	主数据表 / 状态表 / 文本表	定义剧本入口、初始归属、历史事件链和改史条件。	26_胜利终局 / 27_剧本历史事件与改史框架	草案
effect_formula_config	配置表 / 规则表	统一记录效果组、触发条件、公式 ID 和可调参数。	16_数据库结构 / 28_数值体系与平衡方法论	草案
=== Sheet: 字段字典 ===
sheet	field	type	required	key_or_ref	description	source	status
EFF_SYN_FAMOUS_WIN_MOMENTUM	EFFG_SYN_MOMENTUM_FAMOUS_WIN	battle_finished	force	momentum_value	add_flat	10	instant		COND_MAJOR_VICTORY_FAMOUS_OFFICER	allow_multi_source	60	active
=== Sheet: skill_rename_map_v03 ===
技能功能平替映射 V0.3
map_id	base_function_type	new_name	new_theme	linked_trait_id	linked_tactic_id	is_original_innovation	status
MAP_GOV_RECOVERY	occupied_city_recovery_bonus	招抚	战后安民、降户复业、民心恢复。	TRAIT_ZHAOFU		False	active
MAP_SUPPLY_FOOD	frontline_food_income_bonus	屯田	军民屯垦和前线粮道经营。	TRAIT_TUNTIAN		False	active
MAP_MORALE_AURA	enemy_morale_down_on_battle_start	威震	名将临阵压迫敌军士气。	TRAIT_WEIZHEN		False	active
MAP_AMBUSH_BONUS	ambush_damage_bonus	奇兵	山道、斥候、伏击和迂回包抄。	TRAIT_QIBING	TACTIC_AMBUSH	False	active
MAP_FIRE_DAMAGE	area_fire_damage_and_morale	火计连营	火攻营寨、船队或粮草堆。		TACTIC_FIRE_STRATAGEM	False	active
MAP_NAVAL_ATTACK	naval_battle_power_bonus	水军督率	江河港口中的船队调度和接舷战。	TRAIT_SHUIJUN	TACTIC_NAVAL_ASSAULT	True	active
MAP_LEGITIMACY_DIP	prestige_and_surrender_bonus	仁德	以名望和德政降低新占地区反抗。	TRAIT_RENDE		True	active
MAP_CAVALRY_CHARGE	cavalry_charge_damage	陷阵突击	骑兵或亲卫撕开阵线。	TRAIT_FEIJIANG	TACTIC_CHARGE_BREAK	False	active
=== Sheet: synergy_rule_v03 ===
组合规则 V0.3
synergy_id	synergy_type	source_scope	condition_group_id	effect_group_id	priority	description	status
SYN_LIUGUANZHANG	relation	commander_sub_officer	COND_SWORN_ALLY	EFFG_SYN_SWORN_BROTHERS	40	刘备、关羽、张飞同阵时提高士气稳定和战后归附。	草案
SYN_COMMANDER_STRATEGIST	commander_strategist	army	COND_LEAD_INT_90	EFFG_SYN_COMMANDER_STRATEGIST	50	高统率主将搭配高智谋军师时提高战法点获取。	草案
SYN_CAVALRY_PLAIN	terrain	army	COND_CAVALRY_ON_PLAIN	EFFG_SYN_CAVALRY_PLAIN	55	骑兵在平原路线获得突击和追击收益。	草案
SYN_NAVAL_RIVER	unit_type	army	COND_NAVAL_BATTLE	EFFG_SYN_NAVAL_RIVER	55	水军在河网、港口、水路战获得机动收益。	草案
SYN_MOMENTUM_FAMOUS_WIN	momentum	force	COND_MAJOR_VICTORY_FAMOUS_OFFICER	EFFG_SYN_MOMENTUM_FAMOUS_WIN	60	名将大胜后向邻近城池扩散声势。	草案
